"interview_id","date","location","shift_block","day_type","month","time_start","time_end","hours_fished","party_size","anglers","target_species","catch_total","catch_kept","catch_released","trip_complete","interview_complete","refused"
"2024-06-08_North Ramp_morning_7",2024-06-08,"North Ramp","morning","weekend","Jun",2024-06-08 08:11:37.019746,2024-06-08 15:14:01.232309,7.04005904526685,4,4,"Walleye",4,3,1,TRUE,TRUE,FALSE
"2024-06-08_North Ramp_morning_8",2024-06-08,"North Ramp","morning","weekend","Jun",2024-06-08 09:19:50.255718,2024-06-08 10:49:23.862517,1.49266855527512,2,2,"Bass",1,1,0,TRUE,TRUE,FALSE
"2024-06-08_South Ramp_morning_1",2024-06-08,"South Ramp","morning","weekend","Jun",2024-06-08 09:20:43.803044,2024-06-08 10:30:51.397483,1.16877623310187,2,2,"Bass",3,1,2,TRUE,TRUE,FALSE
"2024-06-08_South Ramp_morning_2",2024-06-08,"South Ramp","morning","weekend","Jun",2024-06-08 06:27:00.526532,2024-06-08 10:37:55.513899,4.18194093534204,1,1,"Walleye",3,1,2,TRUE,TRUE,FALSE
"2024-06-08_South Ramp_morning_3",2024-06-08,"South Ramp","morning","weekend","Jun",2024-06-08 09:50:59.427843,2024-06-08 15:11:21.711741,5.3395233049923,3,3,"Bass",13,2,11,TRUE,TRUE,FALSE
"2024-06-08_South Ramp_morning_4",2024-06-08,"South Ramp","morning","weekend","Jun",2024-06-08 09:20:48.034027,2024-06-08 11:07:01.997161,1.77054531497056,2,2,"Walleye",5,4,1,TRUE,TRUE,FALSE
"2024-06-08_South Ramp_morning_5",2024-06-08,"South Ramp","morning","weekend","Jun",2024-06-08 08:09:33.776701,2024-06-08 09:26:00.623404,1.27412408422455,2,2,"Walleye",0,0,0,TRUE,TRUE,FALSE
"2024-06-08_South Ramp_morning_6",2024-06-08,"South Ramp","morning","weekend","Jun",2024-06-08 09:45:52.832574,2024-06-08 15:18:33.241186,5.54455794787456,2,2,"Panfish",6,4,2,FALSE,TRUE,FALSE
"2024-06-08_South Ramp_morning_7",2024-06-08,"South Ramp","morning","weekend","Jun",2024-06-08 06:55:49.574308,2024-06-08 11:50:22.086808,4.90903125002923,2,2,"Walleye",8,2,6,TRUE,TRUE,FALSE
"2024-06-08_South Ramp_morning_8",2024-06-08,"South Ramp","morning","weekend","Jun",2024-06-08 08:15:02.697883,2024-06-08 16:06:01.335209,7.84962147949916,4,4,"Bass",10,3,7,TRUE,TRUE,FALSE
"2024-06-09_East Pier_afternoon_1",2024-06-09,"East Pier","afternoon","weekend","Jun",2024-06-09 18:04:49.599376,2024-06-09 19:31:53.094573,1.45097088780224,1,1,"Panfish",2,1,1,TRUE,TRUE,FALSE
"2024-06-09_East Pier_afternoon_2",2024-06-09,"East Pier","afternoon","weekend","Jun",2024-06-09 15:29:44.690965,2024-06-09 20:11:03.539823,4.688569127198,2,2,"Panfish",6,6,0,TRUE,TRUE,FALSE
"2024-06-09_East Pier_afternoon_3",2024-06-09,"East Pier","afternoon","weekend","Jun",2024-06-09 14:16:37.262349,2024-06-09 18:17:47.780748,4.0195884442472,3,3,"Panfish",7,4,3,TRUE,TRUE,FALSE
"2024-06-09_East Pier_afternoon_4",2024-06-09,"East Pier","afternoon","weekend","Jun",2024-06-09 16:55:42.157967,2024-06-09 20:48:17.744164,3.87655172138501,2,2,"Walleye",1,0,1,TRUE,TRUE,FALSE
"2024-06-09_East Pier_afternoon_5",2024-06-09,"East Pier","afternoon","weekend","Jun",2024-06-09 15:34:48.432156,2024-06-10 00:34:40.148533,8.99769899358967,1,1,"Panfish",15,11,4,TRUE,TRUE,FALSE
"2024-06-09_East Pier_morning_1",2024-06-09,"East Pier","morning","weekend","Jun",2024-06-09 08:17:30.456537,2024-06-09 10:37:31.4101,2.33359821206346,3,3,"Panfish",8,7,1,FALSE,TRUE,FALSE
"2024-06-09_East Pier_morning_2",2024-06-09,"East Pier","morning","weekend","Jun",2024-06-09 08:33:54.036791,2024-06-09 11:46:07.690624,3.2037927311567,1,1,"Panfish",7,5,2,TRUE,TRUE,FALSE
"2024-06-09_East Pier_morning_3",2024-06-09,"East Pier","morning","weekend","Jun",2024-06-09 08:00:40.97434,2024-06-09 09:23:28.325333,1.3798197201278,4,4,"Catfish",0,0,0,TRUE,TRUE,FALSE
"2024-06-09_East Pier_morning_4",2024-06-09,"East Pier","morning","weekend","Jun",2024-06-09 09:00:42.434562,2024-06-09 13:09:48.502369,4.15168550198753,1,1,"Panfish",3,2,1,TRUE,TRUE,FALSE
"2024-06-09_North Ramp_afternoon_1",2024-06-09,"North Ramp","afternoon","weekend","Jun",2024-06-09 19:45:51.502068,2024-06-09 21:49:33.034415,2.06153676316325,2,2,"Bass",3,1,2,TRUE,TRUE,FALSE
"2024-06-09_North Ramp_afternoon_2",2024-06-09,"North Ramp","afternoon","weekend","Jun",2024-06-09 16:04:24.229298,2024-06-09 19:54:34.576222,3.83620747882039,2,2,"Walleye",3,3,0,TRUE,TRUE,FALSE
"2024-06-09_North Ramp_afternoon_3",2024-06-09,"North Ramp","afternoon","weekend","Jun",2024-06-09 14:58:47.361943,2024-06-09 17:26:47.60467,2.4667340909348,2,2,"Walleye",2,0,2,TRUE,TRUE,FALSE
"2024-06-09_North Ramp_afternoon_4",2024-06-09,"North Ramp","afternoon","weekend","Jun",2024-06-09 14:32:22.955238,2024-06-09 18:32:19.824403,3.99913032364334,3,3,"Panfish",4,4,0,TRUE,TRUE,FALSE
"2024-06-09_North Ramp_afternoon_5",2024-06-09,"North Ramp","afternoon","weekend","Jun",2024-06-09 19:14:05.041346,2024-06-09 21:28:09.383477,2.23453948079904,2,2,"Walleye",1,0,1,TRUE,TRUE,FALSE
"2024-06-09_North Ramp_afternoon_6",2024-06-09,"North Ramp","afternoon","weekend","Jun",2024-06-09 16:16:54.425898,2024-06-09 17:59:26.450267,1.70889565810082,3,3,"Bass",3,0,3,TRUE,TRUE,FALSE
"2024-06-09_North Ramp_afternoon_7",2024-06-09,"North Ramp","afternoon","weekend","Jun",2024-06-09 15:15:01.946442,2024-06-10 00:26:12.021641,9.18613199968804,1,1,"Panfish",27,23,4,FALSE,TRUE,FALSE
"2024-06-09_North Ramp_afternoon_8",2024-06-09,"North Ramp","afternoon","weekend","Jun",2024-06-09 18:59:46.656413,2024-06-09 20:39:25.658061,1.66083379114051,1,1,"Panfish",7,5,2,TRUE,TRUE,FALSE
"2024-06-09_North Ramp_afternoon_9",2024-06-09,"North Ramp","afternoon","weekend","Jun",2024-06-09 15:06:06.169726,2024-06-09 18:34:23.681443,3.47153103240382,2,2,"Bass",6,2,4,TRUE,TRUE,FALSE
"2024-06-09_North Ramp_morning_1",2024-06-09,"North Ramp","morning","weekend","Jun",2024-06-09 09:24:04.621166,2024-06-09 16:03:36.875831,6.6589596292534,1,1,"Catfish",5,2,3,TRUE,TRUE,FALSE
"2024-06-09_North Ramp_morning_2",2024-06-09,"North Ramp","morning","weekend","Jun",2024-06-09 06:24:00.588092,2024-06-09 14:16:30.496947,7.87497468172812,3,3,"Catfish",6,4,2,TRUE,TRUE,FALSE
"2024-06-09_North Ramp_morning_3",2024-06-09,"North Ramp","morning","weekend","Jun",2024-06-09 07:36:48.920175,2024-06-09 11:04:08.896888,3.45554908676539,3,3,"Panfish",10,8,2,TRUE,TRUE,FALSE
"2024-06-10_North Ramp_morning_1",2024-06-10,"North Ramp","morning","weekday","Jun",2024-06-10 09:31:56.871411,2024-06-10 15:23:37.986912,5.86142097272976,1,1,"Bass",9,3,6,TRUE,TRUE,FALSE
"2024-06-10_North Ramp_morning_2",2024-06-10,"North Ramp","morning","weekday","Jun",2024-06-10 09:28:13.282253,2024-06-10 10:50:23.416336,1.36948168971723,2,2,"Bass",1,1,0,TRUE,TRUE,FALSE
"2024-06-10_North Ramp_morning_3",2024-06-10,"North Ramp","morning","weekday","Jun",2024-06-10 08:01:56.872795,2024-06-10 15:27:27.698169,7.4252292705223,2,2,"Panfish",33,27,6,TRUE,TRUE,FALSE
"2024-06-10_South Ramp_morning_1",2024-06-10,"South Ramp","morning","weekday","Jun",2024-06-10 09:07:22.558131,2024-06-10 13:40:35.002671,4.55345681670091,2,2,"Panfish",17,13,4,TRUE,TRUE,FALSE
"2024-06-11_South Ramp_afternoon_1",2024-06-11,"South Ramp","afternoon","weekday","Jun",2024-06-11 19:01:05.346058,2024-06-12 01:26:44.957422,6.42766982321197,2,2,"Walleye",9,6,3,TRUE,TRUE,FALSE
"2024-06-11_South Ramp_afternoon_2",2024-06-11,"South Ramp","afternoon","weekday","Jun",2024-06-11 19:50:07.328129,2024-06-11 22:00:09.453336,2.16725700183486,2,2,"Bass",3,1,2,TRUE,TRUE,FALSE
"2024-06-11_South Ramp_afternoon_3",2024-06-11,"South Ramp","afternoon","weekday","Jun",2024-06-11 19:41:10.198936,2024-06-12 00:21:31.4553,4.67257121202415,2,2,"Walleye",4,2,2,TRUE,TRUE,FALSE
"2024-06-12_East Pier_afternoon_1",2024-06-12,"East Pier","afternoon","weekday","Jun",2024-06-12 18:01:04.958259,2024-06-12 21:10:36.392902,3.15873184531913,4,4,"Catfish",0,0,0,TRUE,TRUE,FALSE
"2024-06-12_North Ramp_morning_1",2024-06-12,"North Ramp","morning","weekday","Jun",2024-06-12 09:13:46.461658,2024-06-12 18:08:42.263129,8.91550040873366,4,4,"Bass",10,3,7,TRUE,TRUE,FALSE
"2024-06-12_North Ramp_morning_2",2024-06-12,"North Ramp","morning","weekday","Jun",2024-06-12 07:26:24.832355,2024-06-12 13:45:50.818721,6.32388510188183,2,2,"Bass",13,6,7,TRUE,TRUE,FALSE
"2024-06-12_North Ramp_morning_3",2024-06-12,"North Ramp","morning","weekday","Jun",2024-06-12 06:22:24.879495,2024-06-12 10:42:52.796908,4.34108817007236,2,2,"Bass",5,1,4,TRUE,TRUE,FALSE
"2024-06-12_North Ramp_morning_4",2024-06-12,"North Ramp","morning","weekday","Jun",2024-06-12 07:14:13.623,2024-06-12 14:46:35.116652,7.53930379222057,2,2,"Bass",13,1,12,FALSE,TRUE,FALSE
"2024-06-12_South Ramp_afternoon_1",2024-06-12,"South Ramp","afternoon","weekday","Jun",2024-06-12 18:07:12.00735,2024-06-12 21:25:22.725787,3.30297734375976,2,2,"Bass",7,3,4,TRUE,TRUE,FALSE
"2024-06-12_South Ramp_afternoon_2",2024-06-12,"South Ramp","afternoon","weekday","Jun",2024-06-12 18:36:47.292681,2024-06-12 22:58:48.408035,4.36697648712898,3,3,"Panfish",11,9,2,TRUE,TRUE,FALSE
"2024-06-12_South Ramp_afternoon_3",2024-06-12,"South Ramp","afternoon","weekday","Jun",2024-06-12 19:39:20.329245,2024-06-12 22:42:30.261143,3.05275886064221,1,1,"Catfish",0,0,0,TRUE,TRUE,FALSE
"2024-06-12_South Ramp_afternoon_4",2024-06-12,"South Ramp","afternoon","weekday","Jun",2024-06-12 17:12:57.547553,2024-06-12 20:40:56.976149,3.46650794334058,2,2,"Walleye",2,0,2,TRUE,TRUE,FALSE
"2024-06-12_South Ramp_afternoon_5",2024-06-12,"South Ramp","afternoon","weekday","Jun",2024-06-12 17:02:58.101699,2024-06-12 19:44:01.735915,2.68434283769724,2,2,"Bass",4,1,3,TRUE,TRUE,FALSE
"2024-06-12_South Ramp_afternoon_6",2024-06-12,"South Ramp","afternoon","weekday","Jun",2024-06-12 19:42:24.41946,2024-06-12 21:15:07.5681,1.54531906659287,2,2,"Panfish",5,2,3,TRUE,TRUE,FALSE
"2024-06-13_North Ramp_afternoon_1",2024-06-13,"North Ramp","afternoon","weekday","Jun",2024-06-13 14:47:29.456638,2024-06-13 16:34:10.135671,1.77796639809073,3,3,"Catfish",1,1,0,FALSE,TRUE,FALSE
"2024-06-13_North Ramp_afternoon_2",2024-06-13,"North Ramp","afternoon","weekday","Jun",2024-06-13 19:11:01.13571,2024-06-13 21:56:26.580765,2.7570680708961,2,2,"Bass",6,3,3,FALSE,TRUE,FALSE
"2024-06-13_North Ramp_afternoon_3",2024-06-13,"North Ramp","afternoon","weekday","Jun",2024-06-13 16:57:50.826691,2024-06-13 20:53:31.353502,3.92792411408459,3,3,"Bass",4,2,2,TRUE,TRUE,FALSE
"2024-06-13_North Ramp_morning_1",2024-06-13,"North Ramp","morning","weekday","Jun",2024-06-13 06:30:12.835792,2024-06-13 08:44:15.371018,2.23403756287821,1,1,"Catfish",1,0,1,TRUE,TRUE,FALSE
"2024-06-13_North Ramp_morning_2",2024-06-13,"North Ramp","morning","weekday","Jun",2024-06-13 09:51:22.8537,2024-06-13 14:41:12.830134,4.83054900941607,1,1,"Bass",11,6,5,FALSE,TRUE,FALSE
"2024-06-13_North Ramp_morning_3",2024-06-13,"North Ramp","morning","weekday","Jun",2024-06-13 08:39:49.021733,2024-06-13 16:27:52.835961,7.80105950780462,2,2,"Panfish",28,24,4,TRUE,TRUE,FALSE
"2024-06-13_South Ramp_afternoon_1",2024-06-13,"South Ramp","afternoon","weekday","Jun",2024-06-13 14:48:41.604903,2024-06-13 16:37:52.426728,1.81967272919244,2,2,"Panfish",4,3,1,TRUE,TRUE,FALSE
"2024-06-13_South Ramp_afternoon_2",2024-06-13,"South Ramp","afternoon","weekday","Jun",2024-06-13 18:22:50.117917,2024-06-13 20:21:49.00974,1.98302550624702,2,2,"Bass",4,2,2,TRUE,TRUE,FALSE
"2024-06-13_South Ramp_afternoon_3",2024-06-13,"South Ramp","afternoon","weekday","Jun",2024-06-13 18:15:46.600007,2024-06-13 21:41:24.50232,3.42719508693724,1,1,"Catfish",3,2,1,TRUE,TRUE,FALSE
"2024-06-13_South Ramp_afternoon_4",2024-06-13,"South Ramp","afternoon","weekday","Jun",2024-06-13 18:53:19.038589,2024-06-13 21:35:42.184222,2.70642934246013,1,1,"Panfish",4,3,1,TRUE,TRUE,FALSE
"2024-06-13_South Ramp_afternoon_5",2024-06-13,"South Ramp","afternoon","weekday","Jun",2024-06-13 18:46:19.635206,2024-06-14 00:16:58.934757,5.51091654166945,1,1,"Bass",6,1,5,TRUE,TRUE,FALSE
"2024-06-13_South Ramp_morning_1",2024-06-13,"South Ramp","morning","weekday","Jun",2024-06-13 07:44:46.828362,2024-06-13 14:48:57.334921,7.06958515524374,1,1,"Panfish",9,8,1,TRUE,TRUE,FALSE
"2024-06-14_North Ramp_morning_1",2024-06-14,"North Ramp","morning","weekday","Jun",2024-06-14 08:37:56.28597,2024-06-14 14:02:29.664667,5.40927186029392,4,4,"Bass",7,3,4,TRUE,TRUE,FALSE
"2024-06-14_North Ramp_morning_2",2024-06-14,"North Ramp","morning","weekday","Jun",2024-06-14 06:19:15.343599,2024-06-14 08:12:32.649661,1.88814057261326,2,2,"Panfish",2,2,0,TRUE,TRUE,FALSE
"2024-06-14_North Ramp_morning_3",2024-06-14,"North Ramp","morning","weekday","Jun",2024-06-14 07:24:41.581959,2024-06-14 11:22:08.787259,3.95755702760643,2,2,"Panfish",13,10,3,TRUE,TRUE,FALSE
"2024-06-14_North Ramp_morning_4",2024-06-14,"North Ramp","morning","weekday","Jun",2024-06-14 08:08:26.244723,2024-06-14 12:57:17.659213,4.81428180286568,3,3,"Bass",6,3,3,TRUE,TRUE,FALSE
"2024-06-14_South Ramp_afternoon_1",2024-06-14,"South Ramp","afternoon","weekday","Jun",2024-06-14 17:58:01.542678,2024-06-14 22:23:02.430996,4.41691342165466,4,4,"Bass",4,1,3,TRUE,TRUE,FALSE
"2024-06-14_South Ramp_afternoon_2",2024-06-14,"South Ramp","afternoon","weekday","Jun",2024-06-14 19:22:23.504439,2024-06-14 21:48:41.599835,2.43835983223805,1,1,"Walleye",2,1,1,TRUE,TRUE,FALSE
"2024-06-14_South Ramp_morning_1",2024-06-14,"South Ramp","morning","weekday","Jun",2024-06-14 06:08:26.603663,2024-06-14 08:29:17.175595,2.34738109229791,1,1,"Walleye",2,0,2,TRUE,TRUE,FALSE
"2024-06-15_East Pier_afternoon_1",2024-06-15,"East Pier","afternoon","weekend","Jun",2024-06-15 15:01:30.668128,2024-06-15 18:23:39.950521,3.36924510914763,2,2,"Panfish",3,3,0,TRUE,TRUE,FALSE
"2024-06-15_East Pier_afternoon_2",2024-06-15,"East Pier","afternoon","weekend","Jun",2024-06-15 15:06:56.76659,2024-06-15 17:28:27.215433,2.35845801194799,2,2,"Panfish",5,5,0,FALSE,TRUE,FALSE
"2024-06-15_East Pier_afternoon_3",2024-06-15,"East Pier","afternoon","weekend","Jun",2024-06-15 16:34:53.628388,2024-06-15 23:58:52.198847,7.39960290517308,2,2,"Bass",5,1,4,TRUE,TRUE,FALSE
"2024-06-15_East Pier_afternoon_4",2024-06-15,"East Pier","afternoon","weekend","Jun",2024-06-15 15:29:29.749455,2024-06-15 17:19:23.975704,1.83172951372192,2,2,"Catfish",2,1,1,TRUE,TRUE,FALSE
"2024-06-15_East Pier_afternoon_5",2024-06-15,"East Pier","afternoon","weekend","Jun",2024-06-15 15:46:38.399227,2024-06-15 20:35:05.124425,4.80742366633693,1,1,"Panfish",14,12,2,FALSE,TRUE,FALSE
"2024-06-15_North Ramp_afternoon_1",2024-06-15,"North Ramp","afternoon","weekend","Jun",2024-06-15 19:47:54.636282,2024-06-16 01:20:39.489413,5.54579253650474,2,2,"Walleye",3,2,1,TRUE,TRUE,FALSE
"2024-06-15_North Ramp_afternoon_2",2024-06-15,"North Ramp","afternoon","weekend","Jun",2024-06-15 14:59:17.262439,2024-06-15 16:04:55.079398,1.09383804411231,4,4,"Panfish",0,0,0,TRUE,TRUE,FALSE
"2024-06-15_North Ramp_afternoon_3",2024-06-15,"North Ramp","afternoon","weekend","Jun",2024-06-15 16:49:32.580158,2024-06-15 20:46:48.794339,3.95450393920758,3,3,"Bass",13,1,12,TRUE,TRUE,FALSE
"2024-06-15_North Ramp_afternoon_4",2024-06-15,"North Ramp","afternoon","weekend","Jun",2024-06-15 19:13:24.649909,2024-06-15 22:42:27.119212,3.48401925095747,2,2,"Bass",6,1,5,TRUE,TRUE,FALSE
"2024-06-15_North Ramp_afternoon_5",2024-06-15,"North Ramp","afternoon","weekend","Jun",2024-06-15 15:37:45.180765,2024-06-15 17:52:22.163727,2.24360637844621,2,2,"Bass",6,0,6,TRUE,TRUE,FALSE
"2024-06-15_North Ramp_afternoon_6",2024-06-15,"North Ramp","afternoon","weekend","Jun",2024-06-15 19:39:05.238701,2024-06-16 03:13:51.645817,7.5795575321306,2,2,"Bass",8,2,6,FALSE,TRUE,FALSE
"2024-06-15_North Ramp_afternoon_7",2024-06-15,"North Ramp","afternoon","weekend","Jun",2024-06-15 16:07:55.402831,2024-06-15 20:10:51.784257,4.04899484057517,2,2,"Bass",10,4,6,TRUE,TRUE,FALSE
"2024-06-15_North Ramp_afternoon_8",2024-06-15,"North Ramp","afternoon","weekend","Jun",2024-06-15 17:31:39.203448,2024-06-16 02:13:03.309438,8.6900294416921,2,2,"Walleye",8,4,4,TRUE,TRUE,FALSE
"2024-06-15_South Ramp_morning_1",2024-06-15,"South Ramp","morning","weekend","Jun",2024-06-15 06:29:52.749748,2024-06-15 08:15:21.963382,1.75811489833746,1,1,"Panfish",5,5,0,TRUE,TRUE,FALSE
"2024-06-15_South Ramp_morning_2",2024-06-15,"South Ramp","morning","weekend","Jun",2024-06-15 06:07:28.675498,2024-06-15 07:26:19.879311,1.31422328113271,2,2,"Walleye",1,1,0,TRUE,TRUE,FALSE
"2024-06-15_South Ramp_morning_3",2024-06-15,"South Ramp","morning","weekend","Jun",2024-06-15 09:02:34.870329,2024-06-15 14:04:05.213415,5.02509530145482,4,4,"Walleye",4,1,3,TRUE,TRUE,FALSE
"2024-06-15_South Ramp_morning_4",2024-06-15,"South Ramp","morning","weekend","Jun",2024-06-15 09:46:25.52142,2024-06-15 15:06:47.295118,5.33938158275233,2,2,"Walleye",9,7,2,TRUE,TRUE,FALSE
"2024-06-15_South Ramp_morning_5",2024-06-15,"South Ramp","morning","weekend","Jun",2024-06-15 08:50:22.513352,2024-06-15 09:50:22.513352,1,3,3,"Panfish",2,1,1,TRUE,TRUE,FALSE
"2024-06-15_South Ramp_morning_6",2024-06-15,"South Ramp","morning","weekend","Jun",2024-06-15 08:01:59.329434,2024-06-15 09:01:59.329434,1,3,3,"Panfish",0,0,0,TRUE,TRUE,FALSE
"2024-06-16_East Pier_afternoon_1",2024-06-16,"East Pier","afternoon","weekend","Jun",2024-06-16 19:58:38.013164,2024-06-17 00:47:10.075744,4.80890627247121,2,2,"Panfish",5,4,1,TRUE,TRUE,FALSE
"2024-06-16_East Pier_afternoon_2",2024-06-16,"East Pier","afternoon","weekend","Jun",2024-06-16 15:21:45.390311,2024-06-16 17:59:03.708572,2.62175507254731,2,2,"Panfish",4,2,2,TRUE,TRUE,FALSE
"2024-06-16_East Pier_afternoon_3",2024-06-16,"East Pier","afternoon","weekend","Jun",2024-06-16 17:28:02.954154,2024-06-17 00:51:26.571335,7.38989366148356,1,1,"Panfish",8,8,0,FALSE,TRUE,FALSE
"2024-06-16_East Pier_afternoon_4",2024-06-16,"East Pier","afternoon","weekend","Jun",2024-06-16 18:49:10.353809,2024-06-16 19:49:10.353809,1,2,2,"Walleye",0,0,0,TRUE,TRUE,FALSE
"2024-06-16_East Pier_afternoon_5",2024-06-16,"East Pier","afternoon","weekend","Jun",2024-06-16 18:36:32.289735,2024-06-16 23:37:59.552073,5.0242395382659,2,2,"Catfish",3,0,3,FALSE,TRUE,FALSE
"2024-06-16_North Ramp_afternoon_1",2024-06-16,"North Ramp","afternoon","weekend","Jun",2024-06-16 18:27:48.108139,2024-06-16 20:00:16.309333,1.54116699847323,2,2,"Bass",2,0,2,TRUE,TRUE,FALSE
"2024-06-16_North Ramp_afternoon_2",2024-06-16,"North Ramp","afternoon","weekend","Jun",2024-06-16 17:10:09.171595,2024-06-16 18:53:36.870212,1.72436072687633,1,1,"Walleye",2,1,1,FALSE,TRUE,FALSE
"2024-06-16_North Ramp_afternoon_3",2024-06-16,"North Ramp","afternoon","weekend","Jun",2024-06-16 18:55:21.631618,2024-06-17 00:03:35.226842,5.13710978463138,2,2,"Walleye",9,6,3,TRUE,TRUE,FALSE
"2024-06-16_North Ramp_afternoon_4",2024-06-16,"North Ramp","afternoon","weekend","Jun",2024-06-16 18:39:04.7669,2024-06-17 00:11:55.170148,5.54733423545985,2,2,"Walleye",2,0,2,TRUE,TRUE,FALSE
"2024-06-16_North Ramp_afternoon_5",2024-06-16,"North Ramp","afternoon","weekend","Jun",2024-06-16 14:12:37.599079,2024-06-16 18:10:18.413409,3.96133731388793,2,2,"Walleye",3,2,1,TRUE,TRUE,FALSE
"2024-06-16_North Ramp_afternoon_6",2024-06-16,"North Ramp","afternoon","weekend","Jun",2024-06-16 18:43:54.500412,2024-06-16 23:04:48.047806,4.34820760943315,2,2,"Walleye",6,2,4,TRUE,TRUE,FALSE
"2024-06-16_North Ramp_afternoon_7",2024-06-16,"North Ramp","afternoon","weekend","Jun",2024-06-16 17:00:00.563445,2024-06-16 18:26:49.370376,1.44689081418066,2,2,"Walleye",4,4,0,TRUE,TRUE,FALSE
"2024-06-16_North Ramp_morning_1",2024-06-16,"North Ramp","morning","weekend","Jun",2024-06-16 07:42:46.682601,2024-06-16 14:04:00.900359,6.35394937722214,2,2,"Walleye",10,7,3,TRUE,TRUE,FALSE
"2024-06-16_North Ramp_morning_2",2024-06-16,"North Ramp","morning","weekend","Jun",2024-06-16 09:20:21.486045,2024-06-16 12:59:41.472785,3.65555187202162,2,2,"Bass",4,0,4,TRUE,TRUE,FALSE
"2024-06-16_North Ramp_morning_3",2024-06-16,"North Ramp","morning","weekend","Jun",2024-06-16 07:44:19.635832,2024-06-16 12:14:04.614986,4.49582754267441,2,2,"Walleye",4,4,0,TRUE,TRUE,FALSE
"2024-06-16_South Ramp_morning_1",2024-06-16,"South Ramp","morning","weekend","Jun",2024-06-16 08:02:33.420743,2024-06-16 14:36:24.355873,6.56414864731435,4,4,"Bass",12,1,11,TRUE,TRUE,FALSE
"2024-06-16_South Ramp_morning_2",2024-06-16,"South Ramp","morning","weekend","Jun",2024-06-16 06:28:53.518476,2024-06-16 08:00:00.697602,1.5186608682828,3,3,"Panfish",4,4,0,FALSE,TRUE,FALSE
"2024-06-16_South Ramp_morning_3",2024-06-16,"South Ramp","morning","weekend","Jun",2024-06-16 08:50:30.264389,2024-06-16 13:03:38.799938,4.21903765261455,2,2,"Bass",2,0,2,TRUE,TRUE,FALSE
"2024-06-16_South Ramp_morning_4",2024-06-16,"South Ramp","morning","weekend","Jun",2024-06-16 07:25:27.854681,2024-06-16 09:01:19.05735,1.59755629679368,4,4,"Panfish",1,0,1,TRUE,TRUE,FALSE
"2024-06-16_South Ramp_morning_5",2024-06-16,"South Ramp","morning","weekend","Jun",2024-06-16 07:43:54.998059,2024-06-16 13:07:29.178262,5.3928278342533,2,2,"Panfish",10,8,2,TRUE,TRUE,FALSE
"2024-06-17_East Pier_afternoon_1",2024-06-17,"East Pier","afternoon","weekday","Jun",2024-06-17 19:25:02.860651,2024-06-17 23:25:34.582711,4.00881168328,2,2,"Catfish",2,2,0,TRUE,TRUE,FALSE
"2024-06-18_East Pier_afternoon_1",2024-06-18,"East Pier","afternoon","weekday","Jun",2024-06-18 15:22:44.707596,2024-06-18 21:28:11.864432,6.09087689890998,2,2,"Catfish",2,2,0,TRUE,TRUE,FALSE
"2024-06-18_East Pier_afternoon_2",2024-06-18,"East Pier","afternoon","weekday","Jun",2024-06-18 18:55:14.055286,2024-06-19 02:29:37.727727,7.57324234466929,2,2,"Bass",5,1,4,TRUE,TRUE,FALSE
"2024-06-18_East Pier_afternoon_3",2024-06-18,"East Pier","afternoon","weekday","Jun",2024-06-18 14:06:31.052305,2024-06-18 20:07:22.715534,6.01435089698653,2,2,"Catfish",5,4,1,TRUE,TRUE,FALSE
"2024-06-18_East Pier_afternoon_4",2024-06-18,"East Pier","afternoon","weekday","Jun",2024-06-18 16:27:40.52606,2024-06-18 18:29:08.263507,2.02437151306814,1,1,"Catfish",3,0,3,TRUE,TRUE,FALSE
"2024-06-18_North Ramp_morning_1",2024-06-18,"North Ramp","morning","weekday","Jun",2024-06-18 07:51:34.685129,2024-06-18 10:05:26.710773,2.23111823457549,1,1,"Walleye",2,1,1,TRUE,TRUE,FALSE
"2024-06-18_North Ramp_morning_2",2024-06-18,"North Ramp","morning","weekday","Jun",2024-06-18 08:22:56.004016,2024-06-18 14:52:06.150864,6.4861519020471,4,4,"Walleye",4,1,3,TRUE,TRUE,FALSE
"2024-06-18_North Ramp_morning_3",2024-06-18,"North Ramp","morning","weekday","Jun",2024-06-18 07:12:15.090364,2024-06-18 14:38:42.011886,7.44081153406819,4,4,"Panfish",20,14,6,FALSE,TRUE,FALSE
"2024-06-18_North Ramp_morning_4",2024-06-18,"North Ramp","morning","weekday","Jun",2024-06-18 08:37:02.644794,2024-06-18 12:13:04.647852,3.60055640504107,2,2,"Catfish",1,0,1,TRUE,TRUE,FALSE
"2024-06-18_North Ramp_morning_5",2024-06-18,"North Ramp","morning","weekday","Jun",2024-06-18 09:34:44.140774,2024-06-18 12:51:24.575837,3.27789862856964,2,2,"Walleye",5,5,0,FALSE,TRUE,FALSE
"2024-06-19_North Ramp_afternoon_1",2024-06-19,"North Ramp","afternoon","weekday","Jun",2024-06-19 15:59:42.729457,2024-06-19 21:14:22.644403,5.24442081812606,2,2,"Bass",8,4,4,TRUE,TRUE,FALSE
"2024-06-19_North Ramp_afternoon_2",2024-06-19,"North Ramp","afternoon","weekday","Jun",2024-06-19 18:57:39.311755,2024-06-19 21:54:28.967978,2.94712672844453,1,1,"Bass",7,2,5,TRUE,TRUE,FALSE
